TipoInstituicao,CodInst,AnoMes,NomeRelatorio,NumeroRelatorio,Grupo,Conta,NomeColuna,DescricaoColuna,Saldo
1,87780284,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,350673787.93
1,87780284,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.0768794672368884
1,87780284,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.273342514979445
1,87781530,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],2814840995.93
1,87781530,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1825771445.39
1,87781530,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],2440538783.39
1,87781530,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],1678902921.07
1,87781530,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],374302212.54
1,87781530,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],17505234.09
1,87781530,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,402097217.27
1,87781530,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.0619124970051301
1,87781530,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.196263452325533
1,87784088,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],2068685969.31
1,87784088,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],921970027.96
1,87784088,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],1865643563.2
1,87784088,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],1203099756.68
1,87784088,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],203042406.11
1,87784088,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],-2800829.48999999
1,87784088,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,213462970.48
1,87784088,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.202036555066307
1,87784088,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.13228540704187
1,87795639,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],4250233274.28
1,87795639,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],2216535361.9
1,87795639,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],3838481540.02
1,87795639,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],2877498931.73
1,87795639,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],411751734.26
1,87795639,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],20492846.5
1,87795639,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,459984268.94
1,87795639,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.197766616431542
1,87795639,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.176392697826913
1,87853206,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],3243374744.55
1,87853206,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1856552355.51
1,87853206,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],2755054865.08
1,87853206,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],2107355216.56
1,87853206,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],488319879.47
1,87853206,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],26972858.29
1,87853206,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,484080139.21
1,87853206,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.112000593411001
1,87853206,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.228074317508045
1,87900411,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],1838339250.87
1,87900411,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1176120978.87
1,87900411,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],1436675107.25
1,87900411,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],800446457.92
1,87900411,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],401664143.62
1,87900411,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],13324807.79
1,87900411,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,399951351.58
1,87900411,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.0747489185669625
1,87900411,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.281084080270591
1,87900601,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],2392717828.3
1,87900601,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1564817923.32
1,87900601,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],2048034832.72
1,87900601,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],1344329932.15
1,87900601,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],344682995.58
1,87900601,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],10301815.74
1,87900601,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,359774599.73
1,87900601,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.140810362649333
1,87900601,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.193822102455205
1,88038260,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],5403091736.42
1,88038260,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],2969572811.43
1,88038260,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],4296447634.24
1,88038260,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],1594707614.17
1,88038260,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],1106644102.18
1,88038260,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],50501771.31
1,88038260,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,1103701563.44
1,88038260,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.0214867645163839
1,88038260,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.238956743980788
1,88043187,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],1949957.19
1,88043187,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1160823.79
1,88043187,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],444448.8
1,88043187,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],390367.21
1,88043187,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],1505508.39
1,88043187,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],11844.64
1,88043187,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,1503877.83
1,88043187,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.00348967841357167
1,88043187,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.823654554088983
1,88099247,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],2438420660.68
1,88099247,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1508942938.52
1,88099247,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],1970871365.74
1,88099247,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],1354434819.78
1,88099247,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],467549294.94
1,88099247,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],22062492.25
1,88099247,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,459410700.92
1,88099247,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.070618046086065
1,88099247,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.257554780955521
1,88183173,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],2333071.26
1,88183173,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1174593.52
1,88183173,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],91413.81
1,88183173,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],0.0
1,88183173,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],2241657.45
1,88183173,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],16403.29
1,88183173,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,2241657.45
1,88183173,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.00117941302762382
1,88183173,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,1.66802666586601
1,88325113,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],33476072.29
1,88325113,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],14119722.35
1,88325113,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],13635365.82
1,88325113,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],11266283.78
1,88325113,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],19840706.47
1,88325113,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],640910.49
1,88325113,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,19820772.44
1,88325113,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.0400728913267318
1,88325113,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.634132225232311
1,88471024,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],1979178721.11
1,88471024,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1138432451.82
1,88471024,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],1693599562.15
1,88471024,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],1192396946.35
1,88471024,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],285579158.96
1,88471024,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],15780367.44
1,88471024,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,302425803.64
1,88471024,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.0935272227751763
1,88471024,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.227294884946566
1,88530142,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],1336986001.84
1,88530142,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],839380698.43
1,88530142,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],1083006334.87
1,88530142,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],654142111.82
1,88530142,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],253979666.97
1,88530142,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],5948812.9
1,88530142,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,252442848.78
1,88530142,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.0755404734662098
1,88530142,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.282909633878891
1,88894548,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],6959778552.55
1,88894548,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],3935050117.66
1,88894548,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],6090516610.94
1,88894548,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],3579116170.54
1,88894548,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],869261941.61
1,88894548,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],34501687.27
1,88894548,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,843636432.21
1,88894548,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.106771494735042
1,88894548,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.175757053423413
1,88952130,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],5582157.89
1,88952130,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],2054028.3
1,88952130,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],639927.32
1,88952130,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],0.0
1,88952130,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],4942230.57
1,88952130,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],78948.85
1,88952130,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,4939878.89
1,88952130,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.0142552543428853
1,88952130,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.937966681193987
1,89049738,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],2318592352.08
1,89049738,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1377393556.3
1,89049738,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],1817772901.24
1,89049738,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],1230734188.78
1,89049738,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],500819450.84
1,89049738,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],26880956.76
1,89049738,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,503088147.39
1,89049738,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.141815214987945
1,89049738,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.314647517917399
1,89126130,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],4825414137.46
1,89126130,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1743680479.92
1,89126130,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],3866072498.79
1,89126130,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],3290804800.11
1,89126130,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],959341638.67
1,89126130,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],50084686.67
1,89126130,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,956105643.0
1,89126130,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.0338393351789892
1,89126130,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.393591137977144
1,89280960,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],74851081.2
1,89280960,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],49493544.05
1,89280960,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],9660747.72
1,89280960,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],4331993.25
1,89280960,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],65190333.48
1,89280960,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],1147952.14
1,89280960,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,59315384.64
1,89280960,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.00434610196940636
1,89280960,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,1.242329073048
1,89468565,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],4303725888.58
1,89468565,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],2651294783.41
1,89468565,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],3926880123.26
1,89468565,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],2870210276.75
1,89468565,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],376845765.32
1,89468565,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],-2811608.55000001
1,89468565,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,427560217.51
1,89468565,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.154914406105734
1,89468565,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.148424713177766
1,89990501,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],3073793441.85
1,89990501,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1942764502.57
1,89990501,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],2563324174.84
1,89990501,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],1713857391.8
1,89990501,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],510469267.01
1,89990501,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],20751359.77
1,89990501,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,505683968.02
1,89990501,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.073902449125146
1,89990501,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.233586801000655
1,90278987,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],3525624.98
1,90278987,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1607142.59
1,90278987,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],545470.04
1,90278987,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],338322.33
1,90278987,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],2980154.94
1,90278987,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],30724.73
1,90278987,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,2980154.94
1,90278987,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.000570644826943125
1,90278987,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.916163920441572
1,90497256,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],3259286067.03
1,90497256,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1823207239.37
1,90497256,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],2812144619.23
1,90497256,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],1904494793.16
1,90497256,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],447141447.8
1,90497256,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],26860956.74
1,90497256,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,443775682.33
1,90497256,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.159979556805023
1,90497256,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.198051882317352
1,90560434,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],959915.68
1,90560434,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],768097.1
1,90560434,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],24146.48
1,90560434,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],0.0
1,90560434,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],935769.2
1,90560434,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],27588.26
1,90560434,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,935769.2
1,90560434,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.0321992965786863
1,90560434,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,1.30916386388467
1,90608712,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],7698869521.11
1,90608712,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],4704997244.07
1,90608712,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],6843170316.74
1,90608712,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],5039233007.29
1,90608712,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],855699204.37
1,90608712,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],46497962.48
1,90608712,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,920825032.09
1,90608712,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.077631391424873
1,90608712,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.170171683296728
1,90729369,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],3285344997.92
1,90729369,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],1958735410.57
1,90729369,202403,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],2755528373.99
1,90729369,202403,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],1774873790.31
1,90729369,202403,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],529816623.93
1,90729369,202403,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],23574916.31
1,90729369,202403,Resumo,1,,79649,Patrimônio de Referência para Comparação com o RWA,Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II,541961854.41
1,90729369,202403,Resumo,1,,79662,Índice de Imobilização,Relação entre Ativo Permanente e Patrimônio de Referência,0.139929505098765
1,90729369,202403,Resumo,1,,79664,Índice de Basileia,Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco,0.216524308825767
1,91018408,202403,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],5952609.23
1,91018408,202403,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],5199462.62
